Region,years,products,Productivity (kg/ ha),Production (t),Area (ha) 
16,2019,Principais frutos de casca rija,1131.0,12472.0,11024.0
16,2019,Principais frutos frescos,15955.0,404510.0,25353.0
16,2019,Principais frutos subtropicais,8199.0,7654.0,934.0
16,2019,Principais leguminosas secas,561.0,1024.0,1826.0
16,2019,Pêra,18060.0,181140.0,10030.0
16,2019,Pêssego,12183.0,27200.0,2233.0
16,2019,Romã,1113.0,106.0,96.0
16,2019,Tabaco,0.0,0.0,0.0
16,2019,Tangera,8390.0,145.0,17.0
16,2019,Tangerina,8341.0,389.0,47.0
16,2019,Tomate para indústria,101204.0,31049.0,307.0
16,2019,Toranja,0.0,0.0,0.0
16,2019,Trigo,2449.0,6441.0,2630.0
16,2019,Trigo duro,2699.0,565.0,209.0
16,2019,Trigo mole,2428.0,5876.0,2420.0
16,2019,Triticale,1349.0,1149.0,852.0
16,2019,Uva de mesa,5069.0,3747.0,739.0
16,2019,Uva para vinho,4679.0,222519.0,47554.0
16,2019,Vinha,4685.0,226266.0,48294.0
16,2020,Abacate,12913.0,382.0,30.0
16,2020,Ameixa,10595.0,6223.0,587.0
16,2020,Amoras,5132.0,182.0,36.0
16,2020,Amêndoa,978.0,3780.0,3863.0
16,2020,Ananás,0.0,0.0,0.0
16,2020,Arroz,5379.0,34754.0,6461.0
16,2020,Aveia,825.0,3295.0,3992.0
16,2020,Aveia forrageira,12354.0,321347.0,26011.0
16,2020,Avelã,909.0,125.0,137.0
16,2020,Azeitona de mesa,520.0,208.0,400.0
16,2020,Azeitona para azeite,557.0,43798.0,78591.0
16,2020,Banana,0.0,0.0,0.0
16,2020,Batata,19316.0,111497.0,5772.0
16,2020,Batata de regadio,23600.0,93423.0,3959.0
16,2020,Batata de sequeiro,9965.0,18074.0,1814.0
16,2020,Beterraba,0.0,0.0,0.0
16,2020,Castanha,1298.0,7327.0,5644.0
16,2020,Centeio,701.0,3735.0,5331.0
16,2020,Cereais para grão,6428.0,287725.0,44759.0
16,2020,Cereja,790.0,2510.0,3177.0
16,2020,Cevada,3335.0,3956.0,1186.0
16,2020,Citrinos,9192.0,11392.0,1239.0
16,2020,Damasco,3646.0,667.0,183.0
16,2020,Diospiro,4118.0,220.0,53.0
16,2020,Feijão,547.0,934.0,1707.0
16,2020,Figo,453.0,267.0,591.0
16,2020,Framboesas,8669.0,912.0,105.0
16,2020,Frutos pequenos de baga,7619.0,7655.0,1005.0
16,2020,Ginja,1774.0,178.0,100.0
16,2020,Girassol,2879.0,464.0,161.0
16,2020,Groselha,2453.0,93.0,38.0
16,2020,Grão-de-bico,679.0,107.0,158.0
16,2020,Kiwi,9573.0,8689.0,908.0
16,2020,Laranja,6976.0,5046.0,723.0
16,2020,Limão,12877.0,5821.0,452.0
16,2020,Lúpulo,0.0,0.0,0.0
16,2020,Marmelo,6577.0,7345.0,1117.0
16,2020,Maçã,19745.0,141194.0,7151.0
16,2020,Milho,9631.0,234825.0,24383.0
16,2020,Milho forrageiro,27475.0,481061.0,17509.0
16,2020,Milho regadio,10586.0,221340.0,20909.0
16,2020,Milho sequeiro,3882.0,13485.0,3474.0
16,2020,Mirtilos,7831.0,6467.0,826.0
16,2020,Nespera,2086.0,53.0,25.0
16,2020,Noz,852.0,1214.0,1424.0
16,2020,Olival,557.0,44006.0,78991.0
16,2020,Principais culturas forrageiras,18438.0,802408.0,43520.0
16,2020,Principais culturas para indústria,39929.0,11137.0,279.0
16,2020,Principais frutos de casca rija,1124.0,12445.0,11068.0
16,2020,Principais frutos frescos,11616.0,294471.0,25351.0
16,2020,Principais frutos subtropicais,9679.0,9071.0,937.0
16,2020,Principais leguminosas secas,558.0,1041.0,1865.0
16,2020,Pêra,11664.0,116983.0,10030.0
16,2020,Pêssego,8354.0,18706.0,2239.0
16,2020,Romã,1282.0,125.0,97.0
16,2020,Tabaco,0.0,0.0,0.0
16,2020,Tangera,8331.0,144.0,17.0
16,2020,Tangerina,8164.0,381.0,47.0
16,2020,Tomate para indústria,90603.0,10673.0,118.0
16,2020,Toranja,0.0,0.0,0.0
16,2020,Trigo,2327.0,6075.0,2610.0
16,2020,Trigo duro,2504.0,524.0,209.0
16,2020,Trigo mole,2312.0,5551.0,2401.0
16,2020,Triticale,1364.0,1085.0,795.0
16,2020,Uva de mesa,4097.0,3089.0,754.0
16,2020,Uva para vinho,5162.0,245483.0,47554.0
16,2020,Vinha,5146.0,248573.0,48309.0
16,2021,Abacate,13783.0,380.0,28.0
16,2021,Ameixa,13448.0,7894.0,587.0
16,2021,Amoras,5613.0,213.0,38.0
16,2021,Amêndoa,1033.0,4668.0,4517.0
16,2021,Ananás,0.0,0.0,0.0
16,2021,Arroz,5277.0,34172.0,6476.0
16,2021,Aveia,858.0,3396.0,3956.0
16,2021,Aveia forrageira,12772.0,328861.0,25748.0
16,2021,Avelã,933.0,135.0,145.0
16,2021,Azeitona de mesa,886.0,529.0,597.0
16,2021,Azeitona para azeite,1488.0,115876.0,77865.0
16,2021,Banana,0.0,0.0,0.0
16,2021,Batata,20262.0,109679.0,5413.0
16,2021,Batata de regadio,24524.0,94500.0,3853.0
16,2021,Batata de sequeiro,9732.0,15180.0,1560.0
16,2021,Beterraba,0.0,0.0,0.0
16,2021,Castanha,1265.0,7140.0,5644.0
16,2021,Centeio,712.0,3745.0,5256.0
16,2021,Cereais para grão,6609.0,290257.0,43917.0
16,2021,Cereja,3835.0,12259.0,3197.0
16,2021,Cevada,3027.0,3370.0,1113.0
16,2021,Citrinos,10058.0,12470.0,1240.0
16,2021,Damasco,2323.0,433.0,186.0
16,2021,Diospiro,3941.0,209.0,53.0
16,2021,Feijão,499.0,1202.0,2412.0
16,2021,Figo,422.0,249.0,591.0
16,2021,Framboesas,10368.0,1153.0,111.0
16,2021,Frutos pequenos de baga,8798.0,9000.0,1023.0
16,2021,Ginja,2261.0,225.0,100.0
16,2021,Girassol,3156.0,740.0,235.0
16,2021,Groselha,2730.0,104.0,38.0
16,2021,Grão-de-bico,459.0,185.0,403.0
16,2021,Kiwi,10592.0,9624.0,909.0
16,2021,Laranja,7333.0,5305.0,723.0
16,2021,Limão,14632.0,6622.0,453.0
16,2021,Lúpulo,0.0,0.0,0.0
16,2021,Marmelo,6968.0,7956.0,1142.0
16,2021,Maçã,24190.0,172927.0,7149.0
16,2021,Milho,9931.0,240556.0,24224.0
16,2021,Milho forrageiro,29059.0,505839.0,17407.0
16,2021,Milho regadio,10909.0,226505.0,20764.0
16,2021,Milho sequeiro,4061.0,14050.0,3460.0
16,2021,Mirtilos,9010.0,7531.0,836.0
16,2021,Nespera,2216.0,57.0,26.0
16,2021,Noz,1186.0,1742.0,1469.0
16,2021,Olival,1484.0,116405.0,78462.0
16,2021,Principais culturas forrageiras,19342.0,834700.0,43155.0
16,2021,Principais culturas para indústria,31352.0,11057.0,353.0
16,2021,Principais frutos de casca rija,1162.0,13685.0,11774.0
16,2021,Principais frutos frescos,17074.0,434135.0,25427.0
16,2021,Principais frutos subtropicais,10686.0,10004.0,936.0
16,2021,Principais leguminosas secas,493.0,1387.0,2814.0
16,2021,Pêra,20824.0,208822.0,10028.0
16,2021,Pêssego,10079.0,22770.0,2259.0
16,2021,Romã,3028.0,333.0,110.0
16,2021,Tabaco,0.0,0.0,0.0
16,2021,Tangera,9164.0,158.0,17.0
16,2021,Tangerina,8257.0,385.0,47.0
16,2021,Tomate para indústria,87380.0,10317.0,118.0
16,2021,Toranja,0.0,0.0,0.0
16,2021,Trigo,1934.0,4283.0,2215.0
16,2021,Trigo duro,2460.0,393.0,160.0
16,2021,Trigo mole,1893.0,3890.0,2055.0
16,2021,Triticale,1087.0,735.0,676.0
16,2021,Uva de mesa,4467.0,3368.0,754.0
16,2021,Uva para vinho,5840.0,277697.0,47554.0
16,2021,Vinha,5818.0,281065.0,48309.0
17,1986,Ameixa,6006.0,1423.0,237.0
17,1986,Amêndoa,0.0,0.0,0.0
17,1986,Arroz,4122.0,10022.0,2431.0
17,1986,Aveia,1902.0,2138.0,1124.0
17,1986,Avelã,555.0,1.0,1.0
17,1986,Azeitona de mesa,0.0,0.0,0.0
17,1986,Azeitona para azeite,110.0,85.0,775.0
17,1986,Batata,14862.0,52433.0,3528.0
17,1986,Batata de regadio,15349.0,42326.0,2758.0
17,1986,Batata de sequeiro,13120.0,10107.0,770.0
17,1986,Beterraba,0.0,0.0,0.0
17,1986,Castanha,615.0,2.0,3.0
17,1986,Centeio,692.0,128.0,186.0
17,1986,Cereais para grão,2927.0,39669.0,13551.0
17,1986,Cereja,1631.0,33.0,20.0
17,1986,Cevada,1188.0,2813.0,2369.0
17,1986,Citrinos,8235.0,10947.0,1329.0
17,1986,Damasco,15897.0,265.0,17.0
17,1986,Diospiro,3332.0,201.0,60.0
17,1986,Feijão,1779.0,435.0,245.0
17,1986,Figo,0.0,0.0,0.0
17,1986,Ginja,0.0,0.0,0.0
17,1986,Girassol,1792.0,1823.0,1017.0
17,1986,Grão-de-bico,655.0,54.0,82.0
17,1986,Laranja,9471.0,9121.0,963.0
17,1986,Limão,4976.0,1122.0,225.0
17,1986,Lúpulo,0.0,0.0,0.0
17,1986,Marmelo,7690.0,284.0,37.0
17,1986,Maçã,4004.0,1583.0,395.0
17,1986,Milho,5156.0,15329.0,2973.0
17,1986,Milho regadio,5457.0,14567.0,2669.0
17,1986,Milho sequeiro,2508.0,762.0,304.0
17,1986,Nespera,3073.0,50.0,16.0
17,1986,Noz,2455.0,106.0,43.0
17,1986,Olival,110.0,85.0,775.0
17,1986,Principais culturas para indústria,26149.0,95595.0,3656.0
17,1986,Principais frutos de casca rija,2264.0,109.0,48.0
17,1986,Principais frutos frescos,5353.0,11127.0,2078.0
17,1986,Principais leguminosas secas,1496.0,489.0,327.0
17,1986,Pêra,7328.0,1655.0,226.0
17,1986,Pêssego,5265.0,5633.0,1070.0
17,1986,Romã,0.0,0.0,0.0
17,1986,Tabaco,0.0,0.0,0.0
17,1986,Tangera,4268.0,157.0,37.0
17,1986,Tangerina,5503.0,496.0,90.0
17,1986,Tomate para indústria,35535.0,93772.0,2639.0
17,1986,Toranja,3665.0,51.0,14.0
17,1986,Trigo,2067.0,9239.0,4469.0
17,1986,Trigo duro,1418.0,2192.0,1546.0
17,1986,Trigo mole,2411.0,7046.0,2923.0
17,1986,Triticale,0.0,0.0,0.0
17,1986,Uva de mesa,7580.0,4360.0,575.0
17,1986,Uva para vinho,4040.0,54691.0,13538.0
17,1986,Vinha,4184.0,59051.0,14114.0
17,1987,Ameixa,6267.0,1636.0,261.0
17,1987,Amêndoa,0.0,0.0,0.0
17,1987,Arroz,3991.0,9686.0,2427.0
17,1987,Aveia,1906.0,2173.0,1140.0
17,1987,Avelã,544.0,1.0,2.0
17,1987,Azeitona de mesa,0.0,0.0,0.0
17,1987,Azeitona para azeite,89.0,69.0,775.0
17,1987,Batata,14982.0,54762.0,3655.0
17,1987,Batata de regadio,15308.0,43737.0,2857.0
17,1987,Batata de sequeiro,13813.0,11025.0,798.0
17,1987,Beterraba,0.0,0.0,0.0
17,1987,Castanha,659.0,2.0,3.0
17,1987,Centeio,725.0,139.0,192.0
17,1987,Cereais para grão,2973.0,40392.0,13585.0
17,1987,Cereja,1296.0,27.0,21.0
17,1987,Cevada,1096.0,2494.0,2276.0
17,1987,Citrinos,8657.0,11871.0,1371.0
17,1987,Damasco,18498.0,316.0,17.0
17,1987,Diospiro,3186.0,211.0,66.0
17,1987,Feijão,1792.0,432.0,241.0
17,1987,Figo,0.0,0.0,0.0
17,1987,Ginja,0.0,0.0,0.0
17,1987,Girassol,1609.0,1590.0,988.0
17,1987,Grão-de-bico,679.0,53.0,79.0
17,1987,Laranja,10030.0,9934.0,990.0
17,1987,Limão,4975.0,1153.0,232.0
17,1987,Lúpulo,0.0,0.0,0.0
17,1987,Marmelo,9044.0,315.0,35.0
17,1987,Maçã,4204.0,1658.0,394.0
17,1987,Milho,5313.0,16057.0,3022.0
17,1987,Milho regadio,5613.0,15230.0,2713.0
17,1987,Milho sequeiro,2680.0,827.0,309.0
17,1987,Nespera,3439.0,56.0,16.0
17,1987,Noz,3074.0,142.0,46.0
17,1987,Olival,89.0,69.0,775.0
17,1987,Principais culturas para indústria,23038.0,67772.0,2942.0
17,1987,Principais frutos de casca rija,2822.0,145.0,51.0
17,1987,Principais frutos frescos,5714.0,12541.0,2195.0
17,1987,Principais leguminosas secas,1518.0,485.0,319.0
17,1987,Pêra,6742.0,1668.0,247.0
17,1987,Pêssego,5854.0,6654.0,1137.0
17,1987,Romã,0.0,0.0,0.0
17,1987,Tabaco,0.0,0.0,0.0
17,1987,Tangera,5337.0,207.0,39.0
17,1987,Tangerina,5446.0,523.0,96.0
17,1987,Tomate para indústria,33872.0,66182.0,1954.0
17,1987,Toranja,3790.0,54.0,14.0
17,1987,Trigo,2174.0,9844.0,4529.0
17,1987,Trigo duro,1537.0,2334.0,1519.0
17,1987,Trigo mole,2495.0,7509.0,3010.0
17,1987,Triticale,0.0,0.0,0.0
17,1987,Uva de mesa,8686.0,5158.0,594.0
17,1987,Uva para vinho,6540.0,88539.0,13538.0
17,1987,Vinha,6630.0,93698.0,14132.0
17,1988,Ameixa,5174.0,1448.0,280.0
17,1988,Amêndoa,0.0,0.0,0.0
17,1988,Arroz,3677.0,8967.0,2439.0
17,1988,Aveia,1241.0,1162.0,936.0
17,1988,Avelã,497.0,1.0,2.0
17,1988,Azeitona de mesa,0.0,0.0,0.0
17,1988,Azeitona para azeite,29.0,22.0,775.0
17,1988,Batata,12135.0,41910.0,3454.0
17,1988,Batata de regadio,12265.0,32751.0,2670.0
17,1988,Batata de sequeiro,11691.0,9160.0,784.0
17,1988,Beterraba,0.0,0.0,0.0
17,1988,Castanha,597.0,2.0,4.0
17,1988,Centeio,593.0,334.0,563.0
17,1988,Cereais para grão,2709.0,34611.0,12775.0
17,1988,Cereja,1277.0,26.0,21.0
17,1988,Cevada,578.0,1087.0,1880.0
17,1988,Citrinos,7885.0,10896.0,1382.0
17,1988,Damasco,16900.0,282.0,17.0
17,1988,Diospiro,2971.0,203.0,68.0
17,1988,Feijão,1718.0,448.0,260.0
17,1988,Figo,0.0,0.0,0.0
17,1988,Ginja,0.0,0.0,0.0
17,1988,Girassol,2028.0,2254.0,1112.0
17,1988,Grão-de-bico,782.0,55.0,71.0
17,1988,Laranja,9073.0,8970.0,989.0
17,1988,Limão,4973.0,1185.0,238.0
17,1988,Lúpulo,0.0,0.0,0.0
17,1988,Marmelo,8277.0,271.0,33.0
17,1988,Maçã,4212.0,1691.0,401.0
17,1988,Milho,5512.0,16218.0,2942.0
17,1988,Milho regadio,5818.0,15369.0,2642.0
17,1988,Milho sequeiro,2822.0,848.0,301.0
17,1988,Nespera,2952.0,49.0,17.0
17,1988,Noz,3069.0,161.0,52.0
17,1988,Olival,29.0,22.0,775.0
17,1988,Principais culturas para indústria,21391.0,64843.0,3031.0
17,1988,Principais frutos de casca rija,2820.0,164.0,58.0
17,1988,Principais frutos frescos,4997.0,11662.0,2334.0
17,1988,Principais leguminosas secas,1518.0,503.0,331.0
17,1988,Pêra,5982.0,1477.0,247.0
17,1988,Pêssego,4969.0,6215.0,1251.0
17,1988,Romã,0.0,0.0,0.0
17,1988,Tabaco,0.0,0.0,0.0
17,1988,Tangera,5328.0,209.0,39.0
17,1988,Tangerina,4779.0,485.0,101.0
17,1988,Tomate para indústria,32603.0,62589.0,1920.0
17,1988,Toranja,3300.0,47.0,14.0
17,1988,Trigo,1728.0,6727.0,3893.0
17,1988,Trigo duro,894.0,988.0,1104.0
17,1988,Trigo mole,2058.0,5740.0,2789.0
17,1988,Triticale,953.0,116.0,122.0
17,1988,Uva de mesa,3594.0,2116.0,589.0
17,1988,Uva para vinho,2176.0,29459.0,13538.0
17,1988,Vinha,2235.0,31575.0,14127.0
17,1989,Ameixa,5769.0,1627.0,282.0
17,1989,Amêndoa,0.0,0.0,0.0
17,1989,Arroz,3802.0,9279.0,2441.0
17,1989,Aveia,1558.0,1660.0,1065.0
17,1989,Avelã,580.0,1.0,2.0
17,1989,Azeitona de mesa,0.0,0.0,0.0
17,1989,Azeitona para azeite,99.0,77.0,775.0
17,1989,Batata,12780.0,45132.0,3531.0
17,1989,Batata de regadio,13060.0,35658.0,2730.0
17,1989,Batata de sequeiro,11826.0,9474.0,801.0
17,1989,Beterraba,0.0,0.0,0.0
17,1989,Castanha,716.0,3.0,4.0
17,1989,Centeio,593.0,54.0,91.0
17,1989,Cereais para grão,2946.0,40546.0,13761.0
17,1989,Cereja,1640.0,30.0,18.0
17,1989,Cevada,772.0,1915.0,2481.0
17,1989,Citrinos,8427.0,11998.0,1424.0
17,1989,Damasco,15504.0,258.0,17.0
17,1989,Diospiro,3096.0,225.0,73.0
17,1989,Feijão,1934.0,450.0,233.0
17,1989,Figo,0.0,0.0,0.0
17,1989,Ginja,0.0,0.0,0.0
17,1989,Girassol,1690.0,1680.0,994.0
17,1989,Grão-de-bico,760.0,57.0,75.0
17,1989,Kiwi,3499.0,12.0,3.0
17,1989,Laranja,9859.0,10028.0,1017.0
17,1989,Limão,5006.0,1215.0,243.0
17,1989,Lúpulo,0.0,0.0,0.0
17,1989,Marmelo,9727.0,298.0,31.0
17,1989,Maçã,4454.0,1791.0,402.0
17,1989,Milho,5518.0,16710.0,3028.0
17,1989,Milho regadio,5820.0,15822.0,2719.0
17,1989,Milho sequeiro,2868.0,888.0,309.0
17,1989,Nespera,3191.0,53.0,17.0
17,1989,Noz,3443.0,196.0,57.0
17,1989,Olival,99.0,77.0,775.0
17,1989,Principais culturas para indústria,29591.0,91951.0,3107.0
17,1989,Principais frutos de casca rija,3186.0,199.0,63.0
17,1989,Principais frutos frescos,5765.0,13735.0,2382.0
17,1989,Principais frutos subtropicais,3499.0,12.0,3.0
17,1989,Principais leguminosas secas,1649.0,507.0,307.0
17,1989,Pêra,6290.0,1563.0,248.0
17,1989,Pêssego,6093.0,7890.0,1295.0
17,1989,Romã,0.0,0.0,0.0
17,1989,Tabaco,0.0,0.0,0.0
17,1989,Tangera,5915.0,231.0,39.0
17,1989,Tangerina,4325.0,477.0,110.0
17,1989,Tomate para indústria,42712.0,90271.0,2113.0
17,1989,Toranja,3191.0,46.0,15.0
17,1989,Trigo,2386.0,10794.0,4524.0
17,1989,Trigo duro,1357.0,1927.0,1420.0
17,1989,Trigo mole,2857.0,8867.0,3104.0
17,1989,Triticale,1017.0,133.0,131.0
17,1989,Uva de mesa,5852.0,4099.0,700.0
17,1989,Uva para vinho,3708.0,50198.0,13538.0
17,1989,Vinha,3813.0,54297.0,14239.0
17,1990,Ameixa,6437.0,1849.0,287.0
17,1990,Amêndoa,0.0,0.0,0.0
17,1990,Arroz,4087.0,10031.0,2455.0
17,1990,Aveia,1172.0,1103.0,941.0
17,1990,Avelã,415.0,1.0,2.0
17,1990,Azeitona de mesa,0.0,0.0,0.0
17,1990,Azeitona para azeite,65.0,49.0,751.0
17,1990,Batata,12716.0,44694.0,3515.0
17,1990,Batata de regadio,13140.0,35312.0,2687.0
17,1990,Batata de sequeiro,11340.0,9382.0,827.0
17,1990,Beterraba,0.0,0.0,0.0
17,1990,Castanha,716.0,3.0,4.0
17,1990,Centeio,731.0,47.0,65.0
17,1990,Cereais para grão,2987.0,35996.0,12051.0
17,1990,Cereja,2027.0,37.0,18.0
17,1990,Cevada,1086.0,2571.0,2367.0
17,1990,Citrinos,8876.0,12809.0,1443.0
17,1990,Damasco,18717.0,267.0,14.0
17,1990,Diospiro,3009.0,233.0,77.0
17,1990,Feijão,1768.0,412.0,233.0
17,1990,Figo,0.0,0.0,0.0
17,1990,Ginja,0.0,0.0,0.0
17,1990,Girassol,1536.0,2439.0,1588.0
17,1990,Grão-de-bico,652.0,47.0,73.0
17,1990,Kiwi,2683.0,11.0,4.0
17,1990,Laranja,10545.0,10836.0,1028.0
17,1990,Limão,5004.0,1253.0,250.0
17,1990,Lúpulo,0.0,0.0,0.0
17,1990,Marmelo,9452.0,266.0,28.0
17,1990,Maçã,4521.0,1849.0,409.0
17,1990,Milho,5366.0,16492.0,3074.0
17,1990,Milho regadio,5672.0,15487.0,2731.0
17,1990,Milho sequeiro,2930.0,1005.0,343.0
17,1990,Nespera,3561.0,60.0,17.0
17,1990,Noz,3682.0,221.0,60.0
17,1990,Olival,65.0,49.0,751.0
17,1990,Principais culturas para indústria,29199.0,114514.0,3922.0
17,1990,Principais frutos de casca rija,3412.0,224.0,66.0
17,1990,Principais frutos frescos,5798.0,13677.0,2359.0
17,1990,Principais frutos subtropicais,2683.0,11.0,4.0
17,1990,Principais leguminosas secas,1503.0,460.0,306.0
17,1990,Pêra,6601.0,1651.0,250.0
17,1990,Pêssego,5935.0,7465.0,1258.0
17,1990,Romã,0.0,0.0,0.0
17,1990,Tabaco,0.0,0.0,0.0
17,1990,Tangera,5826.0,235.0,40.0
17,1990,Tangerina,3979.0,439.0,110.0
17,1990,Tomate para indústria,48022.0,112075.0,2334.0
17,1990,Toranja,3191.0,46.0,15.0
17,1990,Trigo,1866.0,5618.0,3010.0
17,1990,Trigo duro,1441.0,1484.0,1030.0
17,1990,Trigo mole,2088.0,4134.0,1980.0
17,1990,Triticale,953.0,133.0,139.0
17,1990,Uva de mesa,6615.0,4736.0,716.0
17,1990,Uva para vinho,5681.0,76873.0,13532.0
17,1990,Vinha,5728.0,81609.0,14248.0
17,1991,Ameixa,12389.0,1409.0,114.0
17,1991,Amêndoa,0.0,0.0,0.0
17,1991,Arroz,4602.0,8817.0,1916.0
17,1991,Aveia,1403.0,1620.0,1155.0
17,1991,Avelã,385.0,1.0,2.0
17,1991,Azeitona de mesa,0.0,0.0,0.0
17,1991,Azeitona para azeite,170.0,122.0,723.0
17,1991,Batata,11987.0,35490.0,2961.0
17,1991,Batata de regadio,16772.0,12067.0,719.0
17,1991,Batata de sequeiro,10451.0,23424.0,2241.0
17,1991,Beterraba,0.0,0.0,0.0
17,1991,Castanha,515.0,8.0,16.0
17,1991,Centeio,1173.0,44.0,38.0
17,1991,Cereais para grão,3359.0,37016.0,11021.0
17,1991,Cereja,0.0,0.0,0.0
17,1991,Cevada,1227.0,755.0,616.0
17,1991,Citrinos,9123.0,16304.0,1787.0
17,1991,Damasco,16144.0,257.0,16.0
17,1991,Diospiro,3009.0,233.0,77.0
17,1991,Feijão,2642.0,413.0,156.0
17,1991,Figo,0.0,0.0,0.0
17,1991,Ginja,0.0,0.0,0.0
17,1991,Girassol,1573.0,2653.0,1686.0
17,1991,Grão-de-bico,514.0,26.0,50.0
17,1991,Kiwi,4294.0,40.0,9.0
17,1991,Laranja,11470.0,14094.0,1229.0
17,1991,Limão,3479.0,1316.0,378.0
17,1991,Lúpulo,0.0,0.0,0.0
17,1991,Marmelo,6386.0,179.0,28.0
17,1991,Maçã,12040.0,6381.0,530.0
17,1991,Milho,4591.0,14526.0,3164.0
17,1991,Milho regadio,5173.0,13669.0,2642.0
17,1991,Milho sequeiro,1642.0,857.0,522.0
17,1991,Nespera,3405.0,57.0,17.0
17,1991,Noz,5158.0,51.0,10.0
17,1991,Olival,170.0,122.0,723.0
17,1991,Principais culturas para indústria,26848.0,100289.0,3735.0
17,1991,Principais frutos de casca rija,2155.0,59.0,28.0
17,1991,Principais frutos frescos,9500.0,26728.0,2813.0
17,1991,Principais frutos subtropicais,4294.0,40.0,9.0
17,1991,Principais leguminosas secas,2124.0,439.0,207.0
17,1991,Pêra,6494.0,3647.0,562.0
17,1991,Pêssego,9908.0,14565.0,1470.0
17,1991,Romã,0.0,0.0,0.0
17,1991,Tabaco,0.0,0.0,0.0
17,1991,Tangera,5341.0,235.0,44.0
17,1991,Tangerina,5053.0,614.0,121.0
17,1991,Tomate para indústria,47648.0,97636.0,2049.0
17,1991,Toranja,3085.0,45.0,15.0
17,1991,Trigo,2774.0,11131.0,4013.0
17,1991,Trigo duro,2040.0,2322.0,1138.0
17,1991,Trigo mole,3064.0,8809.0,2875.0
17,1991,Triticale,1023.0,122.0,120.0
17,1991,Uva de mesa,6617.0,7448.0,1126.0
17,1991,Uva para vinho,4759.0,64698.0,13595.0
17,1991,Vinha,4901.0,72146.0,14720.0
17,1992,Ameixa,13156.0,1550.0,118.0
17,1992,Amêndoa,0.0,0.0,0.0
17,1992,Arroz,4362.0,5630.0,1291.0
17,1992,Aveia,1261.0,1040.0,825.0
17,1992,Avelã,454.0,1.0,2.0
17,1992,Azeitona de mesa,0.0,0.0,0.0
17,1992,Azeitona para azeite,88.0,63.0,719.0
17,1992,Batata,14234.0,44213.0,3106.0
17,1992,Batata de regadio,17720.0,10788.0,609.0
17,1992,Batata de sequeiro,13385.0,33425.0,2497.0
17,1992,Beterraba,0.0,0.0,0.0
17,1992,Castanha,639.0,10.0,15.0
17,1992,Centeio,1157.0,27.0,23.0
17,1992,Cereais para grão,2886.0,27805.0,9635.0
17,1992,Cereja,0.0,0.0,0.0
17,1992,Cevada,1290.0,710.0,550.0
17,1992,Citrinos,8396.0,15453.0,1841.0
17,1992,Damasco,16189.0,270.0,17.0
17,1992,Diospiro,3009.0,223.0,74.0
17,1992,Feijão,2763.0,324.0,117.0
17,1992,Figo,0.0,0.0,0.0
17,1992,Ginja,0.0,0.0,0.0
17,1992,Girassol,1554.0,4823.0,3104.0
17,1992,Grão-de-bico,403.0,20.0,49.0
17,1992,Kiwi,8454.0,82.0,10.0
17,1992,Laranja,10278.0,13151.0,1280.0
17,1992,Limão,3662.0,1395.0,381.0
17,1992,Lúpulo,0.0,0.0,0.0
17,1992,Marmelo,7748.0,217.0,28.0
17,1992,Maçã,12695.0,6959.0,548.0
17,1992,Milho,5291.0,13922.0,2631.0
17,1992,Milho regadio,5929.0,13198.0,2226.0
17,1992,Milho sequeiro,1787.0,724.0,405.0
17,1992,Nespera,3561.0,60.0,17.0
17,1992,Noz,3563.0,37.0,10.0
17,1992,Olival,88.0,63.0,719.0
17,1992,Principais culturas para indústria,16533.0,77922.0,4713.0
17,1992,Principais frutos de casca rija,1741.0,47.0,27.0
17,1992,Principais frutos frescos,10457.0,28965.0,2770.0
17,1992,Principais frutos subtropicais,8454.0,82.0,10.0
17,1992,Principais leguminosas secas,2065.0,343.0,166.0
17,1992,Pêra,7077.0,3928.0,555.0
17,1992,Pêssego,11150.0,15758.0,1413.0
17,1992,Romã,0.0,0.0,0.0
17,1992,Tabaco,0.0,0.0,0.0
17,1992,Tangera,5341.0,235.0,44.0
17,1992,Tangerina,5150.0,626.0,121.0
17,1992,Tomate para indústria,45417.0,73099.0,1610.0
17,1992,Toranja,3191.0,46.0,15.0
17,1992,Trigo,1515.0,6356.0,4194.0
17,1992,Trigo duro,953.0,1318.0,1383.0
17,1992,Trigo mole,1792.0,5038.0,2811.0
17,1992,Triticale,1011.0,122.0,121.0
17,1992,Uva de mesa,6031.0,6885.0,1142.0
17,1992,Uva para vinho,4151.0,53941.0,12995.0
17,1992,Vinha,4303.0,60826.0,14136.0
17,1993,Ameixa,13338.0,1519.0,114.0
17,1993,Amêndoa,0.0,0.0,0.0
17,1993,Arroz,4707.0,4559.0,969.0
17,1993,Aveia,1232.0,1564.0,1269.0
17,1993,Avelã,500.0,1.0,2.0
17,1993,Azeitona de mesa,0.0,0.0,0.0
17,1993,Azeitona para azeite,49.0,34.0,699.0
17,1993,Batata,15317.0,42328.0,2763.0
17,1993,Batata de regadio,18622.0,15027.0,807.0
17,1993,Batata de sequeiro,13954.0,27301.0,1956.0
17,1993,Beterraba,0.0,0.0,0.0
17,1993,Castanha,761.0,12.0,16.0
17,1993,Centeio,1058.0,31.0,29.0
17,1993,Cereais para grão,3135.0,28523.0,9098.0
17,1993,Cereja,0.0,0.0,0.0
17,1993,Cevada,1384.0,810.0,585.0
