Region,years,products,Productivity (kg/ ha),Production (t),Area (ha) 
1,1988,Principais frutos de casca rija,744.0,44662.0,60034.0
1,1988,Principais frutos frescos,5969.0,447234.0,74926.0
1,1988,Principais leguminosas secas,568.0,36669.0,64533.0
1,1988,Pêra,5934.0,85212.0,14360.0
1,1988,Pêssego,4493.0,72984.0,16244.0
1,1988,Romã,4500.0,1800.0,400.0
1,1988,Tabaco,1981.0,3406.0,1719.0
1,1988,Tangera,5000.0,4650.0,930.0
1,1988,Tangerina,5997.0,21500.0,3585.0
1,1988,Tomate para indústria,32079.0,456264.0,14223.0
1,1988,Toranja,4445.0,800.0,180.0
1,1988,Trigo,1380.0,394265.0,285697.0
1,1988,Trigo duro,789.0,15771.0,19999.0
1,1988,Trigo mole,1425.0,378494.0,265698.0
1,1988,Triticale,1237.0,40000.0,32336.0
1,1988,Uva de mesa,3179.0,25000.0,7863.0
1,1988,Uva para vinho,1914.0,480388.0,250979.0
1,1988,Vinha,1952.0,505388.0,258842.0
1,1989,Ameixa,5769.0,15576.0,2700.0
1,1989,Amêndoa,1237.0,51945.0,41980.0
1,1989,Arroz,4290.0,144269.0,33630.0
1,1989,Aveia,1038.0,126950.0,122336.0
1,1989,Avelã,1333.0,2080.0,1560.0
1,1989,Azeitona de mesa,1787.0,21000.0,11754.0
1,1989,Azeitona para azeite,942.0,309795.0,328761.0
1,1989,Batata,11209.0,1312653.0,117111.0
1,1989,Batata de regadio,11682.0,971363.0,83149.0
1,1989,Batata de sequeiro,10049.0,341290.0,33962.0
1,1989,Beterraba,0.0,0.0,0.0
1,1989,Castanha,1386.0,20880.0,15061.0
1,1989,Centeio,1098.0,118975.0,108344.0
1,1989,Cereais para grão,2013.0,1818413.0,903507.0
1,1989,Cereja,3483.0,10450.0,3000.0
1,1989,Cevada,1224.0,84437.0,69001.0
1,1989,Citrinos,7791.0,191173.0,24537.0
1,1989,Damasco,6428.0,4500.0,700.0
1,1989,Diospiro,3095.0,4550.0,1470.0
1,1989,Feijão,558.0,33606.0,60242.0
1,1989,Figo,1447.0,15000.0,10363.0
1,1989,Ginja,1250.0,600.0,480.0
1,1989,Girassol,830.0,45930.0,55309.0
1,1989,Grão-de-bico,577.0,3640.0,6311.0
1,1989,Kiwi,3773.0,2660.0,705.0
1,1989,Laranja,8500.0,150977.0,17762.0
1,1989,Limão,5000.0,9650.0,1930.0
1,1989,Lúpulo,2102.0,248.0,118.0
1,1989,Marmelo,10092.0,5500.0,545.0
1,1989,Maçã,11000.0,262317.0,23847.0
1,1989,Milho,3150.0,666404.0,211578.0
1,1989,Milho regadio,3354.0,631537.0,188304.0
1,1989,Milho sequeiro,1498.0,34867.0,23274.0
1,1989,Nespera,3133.0,1316.0,420.0
1,1989,Noz,2800.0,5180.0,1850.0
1,1989,Olival,971.0,330795.0,340515.0
1,1989,Principais culturas para indústria,9303.0,670613.0,72086.0
1,1989,Principais frutos de casca rija,1325.0,80085.0,60451.0
1,1989,Principais frutos frescos,6683.0,502503.0,75193.0
1,1989,Principais frutos subtropicais,3773.0,2660.0,705.0
1,1989,Principais leguminosas secas,560.0,37246.0,66553.0
1,1989,Pêra,6290.0,90884.0,14449.0
1,1989,Pêssego,5351.0,90000.0,16819.0
1,1989,Romã,4525.0,1810.0,400.0
1,1989,Tabaco,2365.0,4564.0,1930.0
1,1989,Tangera,5000.0,4650.0,930.0
1,1989,Tangerina,6693.0,25000.0,3735.0
1,1989,Tomate para indústria,42085.0,619871.0,14729.0
1,1989,Toranja,4979.0,896.0,180.0
1,1989,Trigo,1915.0,615478.0,321458.0
1,1989,Trigo duro,1197.0,30774.0,25717.0
1,1989,Trigo mole,1977.0,584704.0,295741.0
1,1989,Triticale,1666.0,61900.0,37160.0
1,1989,Uva de mesa,5517.0,48000.0,8700.0
1,1989,Uva para vinho,3951.0,991595.0,250979.0
1,1989,Vinha,4003.0,1039595.0,259679.0
1,1990,Ameixa,6436.0,17700.0,2750.0
1,1990,Amêndoa,1098.0,46458.0,42300.0
1,1990,Arroz,4614.0,156072.0,33824.0
1,1990,Aveia,823.0,72104.0,87657.0
1,1990,Avelã,1098.0,1900.0,1730.0
1,1990,Azeitona de mesa,1694.0,20210.0,11930.0
1,1990,Azeitona para azeite,546.0,177476.0,325259.0
1,1990,Batata,11119.0,1299900.0,116911.0
1,1990,Batata de regadio,11754.0,961926.0,81838.0
1,1990,Batata de sequeiro,9636.0,337974.0,35073.0
1,1990,Beterraba,0.0,0.0,0.0
1,1990,Castanha,1344.0,20250.0,15070.0
1,1990,Centeio,1015.0,96502.0,95069.0
1,1990,Cereais para grão,1880.0,1417665.0,754167.0
1,1990,Cereja,3750.0,11250.0,3000.0
1,1990,Cevada,1177.0,78532.0,66716.0
1,1990,Citrinos,8239.0,205550.0,24947.0
1,1990,Damasco,7750.0,4650.0,600.0
1,1990,Diospiro,3003.0,4700.0,1565.0
1,1990,Feijão,514.0,30000.0,58327.0
1,1990,Figo,1448.0,14800.0,10220.0
1,1990,Ginja,1223.0,576.0,471.0
1,1990,Girassol,578.0,60741.0,105000.0
1,1990,Grão-de-bico,557.0,3563.0,6402.0
1,1990,Kiwi,2941.0,2500.0,850.0
1,1990,Laranja,9308.0,167000.0,17942.0
1,1990,Limão,5000.0,9950.0,1990.0
1,1990,Lúpulo,1629.0,171.0,105.0
1,1990,Marmelo,9800.0,4900.0,500.0
1,1990,Maçã,11500.0,278898.0,24252.0
1,1990,Milho,3060.0,657637.0,214920.0
1,1990,Milho regadio,3269.0,618179.0,189130.0
1,1990,Milho sequeiro,1530.0,39458.0,25790.0
1,1990,Nespera,3488.0,1500.0,430.0
1,1990,Noz,3000.0,5850.0,1950.0
1,1990,Olival,586.0,197686.0,337189.0
1,1990,Principais culturas para indústria,7178.0,891519.0,124205.0
1,1990,Principais frutos de casca rija,1220.0,74458.0,61050.0
1,1990,Principais frutos frescos,6886.0,519934.0,75510.0
1,1990,Principais frutos subtropicais,2941.0,2500.0,850.0
1,1990,Principais leguminosas secas,519.0,33563.0,64729.0
1,1990,Pêra,6476.0,94160.0,14539.0
1,1990,Pêssego,5065.0,85000.0,16783.0
1,1990,Romã,4500.0,1800.0,400.0
1,1990,Tabaco,2200.0,4745.0,2157.0
1,1990,Tangera,5027.0,4700.0,935.0
1,1990,Tangerina,5897.0,23000.0,3900.0
1,1990,Tomate para indústria,48744.0,825862.0,16943.0
1,1990,Toranja,5001.0,900.0,180.0
1,1990,Trigo,1429.0,296269.0,207308.0
1,1990,Trigo duro,1270.0,23701.0,18658.0
1,1990,Trigo mole,1445.0,272568.0,188650.0
1,1990,Triticale,1244.0,60549.0,48673.0
1,1990,Uva de mesa,5740.0,54648.0,9520.0
1,1990,Uva para vinho,5836.0,1462481.0,250575.0
1,1990,Vinha,5833.0,1517129.0,260095.0
1,1991,Ameixa,5357.0,15000.0,2800.0
1,1991,Amêndoa,1244.0,52728.0,42390.0
1,1991,Arroz,5094.0,170477.0,33466.0
1,1991,Aveia,828.0,76100.0,91956.0
1,1991,Avelã,1070.0,2000.0,1870.0
1,1991,Azeitona de mesa,1871.0,22990.0,12290.0
1,1991,Azeitona para azeite,1309.0,420643.0,321467.0
1,1991,Batata,12605.0,1370416.0,108722.0
1,1991,Batata de regadio,14665.0,1035971.0,70641.0
1,1991,Batata de sequeiro,8783.0,334445.0,38081.0
1,1991,Beterraba,0.0,0.0,0.0
1,1991,Castanha,987.0,15600.0,15800.0
1,1991,Centeio,929.0,80358.0,86533.0
1,1991,Cereais para grão,2159.0,1780656.0,824714.0
1,1991,Cereja,4397.0,13500.0,3070.0
1,1991,Cevada,1908.0,124104.0,65045.0
1,1991,Citrinos,8014.0,204200.0,25481.0
1,1991,Damasco,6686.0,4480.0,670.0
1,1991,Diospiro,3003.0,4700.0,1565.0
1,1991,Feijão,471.0,27117.0,57516.0
1,1991,Figo,1517.0,15500.0,10220.0
1,1991,Ginja,1562.0,750.0,480.0
1,1991,Girassol,567.0,34190.0,60250.0
1,1991,Grão-de-bico,546.0,3485.0,6382.0
1,1991,Kiwi,4900.0,5000.0,1020.0
1,1991,Laranja,8853.0,162000.0,18300.0
1,1991,Limão,5000.0,10000.0,2000.0
1,1991,Lúpulo,1783.0,164.0,92.0
1,1991,Marmelo,6596.0,3300.0,500.0
1,1991,Maçã,10634.0,260000.0,24450.0
1,1991,Milho,3040.0,648175.0,213196.0
1,1991,Milho regadio,3403.0,599337.0,176106.0
1,1991,Milho sequeiro,1317.0,48838.0,37090.0
1,1991,Nespera,3326.0,1430.0,430.0
1,1991,Noz,2900.0,5800.0,2000.0
1,1991,Olival,1329.0,443633.0,333757.0
1,1991,Principais culturas para indústria,9554.0,737620.0,77207.0
1,1991,Principais frutos de casca rija,1227.0,76128.0,62060.0
1,1991,Principais frutos frescos,6724.0,509460.0,75770.0
1,1991,Principais frutos subtropicais,4900.0,5000.0,1020.0
1,1991,Principais leguminosas secas,479.0,30602.0,63898.0
1,1991,Pêra,6516.0,94000.0,14425.0
1,1991,Pêssego,5668.0,95000.0,16760.0
1,1991,Romã,4500.0,1800.0,400.0
1,1991,Tabaco,2231.0,5309.0,2379.0
1,1991,Tangera,5500.0,5500.0,1000.0
1,1991,Tangerina,6499.0,26000.0,4000.0
1,1991,Tomate para indústria,48181.0,697957.0,14486.0
1,1991,Toranja,3863.0,700.0,181.0
1,1991,Trigo,2098.0,617942.0,294518.0
1,1991,Trigo duro,1798.0,37077.0,20616.0
1,1991,Trigo mole,2121.0,580865.0,273902.0
1,1991,Triticale,1588.0,63500.0,40000.0
1,1991,Uva de mesa,5815.0,55420.0,9530.0
1,1991,Uva para vinho,5001.0,1287108.0,257366.0
1,1991,Vinha,5030.0,1342528.0,266896.0
1,1992,Ameixa,5690.0,16500.0,2900.0
1,1992,Amêndoa,1078.0,45940.0,42600.0
1,1992,Arroz,5195.0,109704.0,21118.0
1,1992,Aveia,601.0,45103.0,75047.0
1,1992,Avelã,1200.0,1800.0,1500.0
1,1992,Azeitona de mesa,1326.0,16500.0,12441.0
1,1992,Azeitona para azeite,431.0,140625.0,326507.0
1,1992,Batata,14183.0,1514233.0,106766.0
1,1992,Batata de regadio,15770.0,1075087.0,68173.0
1,1992,Batata de sequeiro,11379.0,439146.0,38593.0
1,1992,Beterraba,0.0,0.0,0.0
1,1992,Castanha,895.0,15853.0,17713.0
1,1992,Centeio,926.0,69500.0,75043.0
1,1992,Cereais para grão,1801.0,1378533.0,765484.0
1,1992,Cereja,4198.0,15051.0,3585.0
1,1992,Cevada,945.0,63000.0,66650.0
1,1992,Citrinos,8127.0,211500.0,26026.0
1,1992,Damasco,6714.0,4700.0,700.0
1,1992,Diospiro,3000.0,4500.0,1500.0
1,1992,Feijão,542.0,22349.0,41221.0
1,1992,Figo,1418.0,13750.0,9700.0
1,1992,Ginja,1455.0,720.0,495.0
1,1992,Girassol,662.0,51000.0,77000.0
1,1992,Grão-de-bico,580.0,2194.0,3782.0
1,1992,Kiwi,9519.0,10000.0,1051.0
1,1992,Laranja,8922.0,168000.0,18830.0
1,1992,Limão,5258.0,10600.0,2016.0
1,1992,Lúpulo,0.0,0.0,0.0
1,1992,Marmelo,8000.0,4000.0,500.0
1,1992,Maçã,11280.0,277480.0,24600.0
1,1992,Milho,3458.0,669626.0,193626.0
1,1992,Milho regadio,3845.0,624445.0,162425.0
1,1992,Milho sequeiro,1448.0,45181.0,31201.0
1,1992,Nespera,3488.0,1500.0,430.0
1,1992,Noz,2000.0,4200.0,2100.0
1,1992,Olival,464.0,157125.0,338948.0
1,1992,Principais culturas para indústria,5709.0,505199.0,88484.0
1,1992,Principais frutos de casca rija,1061.0,67793.0,63913.0
1,1992,Principais frutos frescos,7229.0,544518.0,75323.0
1,1992,Principais frutos subtropicais,9519.0,10000.0,1051.0
1,1992,Principais leguminosas secas,545.0,24543.0,45003.0
1,1992,Pêra,7018.0,100059.0,14258.0
1,1992,Pêssego,6426.0,104448.0,16255.0
1,1992,Romã,4525.0,1810.0,400.0
1,1992,Tabaco,1986.0,4199.0,2114.0
1,1992,Tangera,5603.0,5600.0,1000.0
1,1992,Tangerina,6625.0,26500.0,4000.0
1,1992,Tomate para indústria,48026.0,450000.0,9370.0
1,1992,Toranja,4437.0,800.0,180.0
1,1992,Trigo,1291.0,361600.0,280000.0
1,1992,Trigo duro,840.0,21039.0,25047.0
1,1992,Trigo mole,1336.0,340561.0,254953.0
1,1992,Triticale,1111.0,60000.0,54000.0
1,1992,Uva de mesa,5375.0,53000.0,9860.0
1,1992,Uva para vinho,3951.0,987552.0,249938.0
1,1992,Vinha,4005.0,1040552.0,259798.0
1,1993,Ameixa,5815.0,15700.0,2700.0
1,1993,Amêndoa,1050.0,43975.0,41893.0
1,1993,Arroz,5227.0,69000.0,13200.0
1,1993,Aveia,830.0,76400.0,92000.0
1,1993,Avelã,1269.0,1271.0,1002.0
1,1993,Azeitona de mesa,1090.0,10974.0,10072.0
1,1993,Azeitona para azeite,719.0,237511.0,330507.0
1,1993,Batata,13809.0,1274108.0,92268.0
1,1993,Batata de regadio,15077.0,963485.0,63906.0
1,1993,Batata de sequeiro,10952.0,310623.0,28362.0
1,1993,Beterraba,0.0,0.0,0.0
1,1993,Castanha,710.0,14027.0,19760.0
1,1993,Centeio,920.0,66727.0,72516.0
1,1993,Cereais para grão,2044.0,1470400.0,719214.0
1,1993,Cereja,3204.0,13063.0,4077.0
1,1993,Cevada,1598.0,98500.0,61643.0
1,1993,Citrinos,8317.0,206612.0,24842.0
1,1993,Damasco,6000.0,4260.0,710.0
1,1993,Diospiro,2697.0,4180.0,1550.0
1,1993,Feijão,516.0,14092.0,27318.0
1,1993,Figo,1193.0,11500.0,9640.0
1,1993,Ginja,1329.0,670.0,504.0
1,1993,Girassol,474.0,45064.0,95000.0
1,1993,Grão-de-bico,636.0,2069.0,3252.0
1,1993,Kiwi,9523.0,10088.0,1059.0
1,1993,Laranja,8555.0,163882.0,19156.0
1,1993,Limão,8896.0,10100.0,1135.0
1,1993,Lúpulo,419.0,39.0,93.0
1,1993,Marmelo,6589.0,3380.0,513.0
1,1993,Maçã,10520.0,260535.0,24766.0
1,1993,Milho,3727.0,660173.0,177155.0
1,1993,Milho regadio,4079.0,635501.0,155795.0
1,1993,Milho sequeiro,1155.0,24672.0,21360.0
1,1993,Nespera,2935.0,1300.0,443.0
1,1993,Noz,1727.0,3523.0,2040.0
1,1993,Olival,730.0,248485.0,340579.0
1,1993,Principais culturas para indústria,5232.0,556566.0,106377.0
1,1993,Principais frutos de casca rija,971.0,62796.0,64695.0
1,1993,Principais frutos frescos,6786.0,505247.0,74459.0
1,1993,Principais frutos subtropicais,9523.0,10088.0,1059.0
1,1993,Principais leguminosas secas,529.0,16161.0,30570.0
1,1993,Pêra,7162.0,97565.0,13623.0
1,1993,Pêssego,5888.0,91394.0,15521.0
1,1993,Romã,4126.0,1700.0,412.0
1,1993,Tabaco,1269.0,2391.0,1884.0
1,1993,Tangera,6167.0,5550.0,900.0
1,1993,Tangerina,7514.0,26300.0,3500.0
1,1993,Tomate para indústria,54157.0,509073.0,9400.0
1,1993,Toranja,5190.0,780.0,150.0
1,1993,Trigo,1686.0,421600.0,250000.0
1,1993,Trigo duro,1550.0,18600.0,12000.0
1,1993,Trigo mole,1693.0,403000.0,238000.0
1,1993,Triticale,1480.0,78000.0,52700.0
1,1993,Uva de mesa,5556.0,50000.0,9000.0
1,1993,Uva para vinho,2522.0,610155.0,241922.0
1,1993,Vinha,2631.0,660155.0,250922.0
1,1994,Ameixa,7546.0,17500.0,2319.0
1,1994,Amêndoa,630.0,26433.0,41953.0
1,1994,Arroz,5478.0,131741.0,24051.0
1,1994,Aveia,1059.0,79217.0,74790.0
1,1994,Avelã,1264.0,1234.0,976.0
1,1994,Azeitona de mesa,955.0,10000.0,10470.0
1,1994,Azeitona para azeite,673.0,222210.0,330202.0
1,1994,Batata,14400.0,1309870.0,90966.0
1,1994,Batata de regadio,15893.0,990058.0,62297.0
1,1994,Batata de sequeiro,11155.0,319812.0,28669.0
1,1994,Beterraba,38889.0,16411.0,422.0
1,1994,Castanha,998.0,21337.0,21377.0
1,1994,Centeio,965.0,63792.0,66112.0
1,1994,Cereais para grão,2405.0,1623750.0,675278.0
1,1994,Cereja,2703.0,11556.0,4276.0
1,1994,Cevada,1802.0,96213.0,53388.0
1,1994,Citrinos,9441.0,232621.0,24638.0
1,1994,Damasco,7310.0,5124.0,701.0
1,1994,Diospiro,3750.0,4500.0,1200.0
1,1994,Feijão,521.0,13099.0,25129.0
1,1994,Figo,771.0,7176.0,9313.0
1,1994,Ginja,1280.0,640.0,500.0
1,1994,Girassol,301.0,40000.0,132980.0
1,1994,Grão-de-bico,691.0,2040.0,2953.0
1,1994,Kiwi,8318.0,9191.0,1105.0
1,1994,Laranja,9445.0,180000.0,19058.0
1,1994,Limão,8656.0,10725.0,1239.0
1,1994,Lúpulo,858.0,97.0,113.0
1,1994,Marmelo,10000.0,4000.0,400.0
1,1994,Maçã,8486.0,208428.0,24561.0
1,1994,Milho,4102.0,705101.0,171891.0
1,1994,Milho regadio,4350.0,691386.0,158926.0
1,1994,Milho sequeiro,1058.0,13715.0,12965.0
1,1994,Nespera,3585.0,1710.0,477.0
1,1994,Noz,1406.0,2927.0,2081.0
1,1994,Olival,682.0,232210.0,340672.0
1,1994,Principais culturas para indústria,6238.0,940032.0,150688.0
1,1994,Principais frutos de casca rija,782.0,51931.0,66387.0
1,1994,Principais frutos frescos,6750.0,484487.0,71775.0
1,1994,Principais frutos subtropicais,8318.0,9191.0,1105.0
1,1994,Principais leguminosas secas,539.0,15139.0,28082.0
1,1994,Pêra,9619.0,130858.0,13604.0
1,1994,Pêssego,6515.0,91295.0,14012.0
1,1994,Romã,4126.0,1700.0,412.0
1,1994,Tabaco,2667.0,4524.0,1696.0
1,1994,Tangera,9607.0,6576.0,685.0
1,1994,Tangerina,9793.0,34345.0,3507.0
1,1994,Tomate para indústria,56794.0,879000.0,15477.0
1,1994,Toranja,6487.0,975.0,150.0
1,1994,Trigo,1967.0,462298.0,234998.0
1,1994,Trigo duro,2055.0,42549.0,20710.0
1,1994,Trigo mole,1959.0,419749.0,214288.0
1,1994,Triticale,1706.0,85388.0,50048.0
1,1994,Uva de mesa,6907.0,53159.0,7696.0
1,1994,Uva para vinho,3567.0,842134.0,236064.0
1,1994,Vinha,3673.0,895293.0,243760.0
1,1995,Ameixa,7713.0,17832.0,2312.0
1,1995,Amêndoa,567.0,23552.0,41512.0
1,1995,Arroz,5733.0,124554.0,21726.0
1,1995,Aveia,785.0,57636.0,73448.0
1,1995,Avelã,855.0,842.0,986.0
1,1995,Azeitona de mesa,819.0,8495.0,10375.0
1,1995,Azeitona para azeite,964.0,311257.0,322769.0
1,1995,Batata,14803.0,1363148.0,92088.0
1,1995,Batata de regadio,16649.0,1029756.0,61851.0
1,1995,Batata de sequeiro,11026.0,333392.0,30237.0
1,1995,Beterraba,44718.0,22135.0,495.0
1,1995,Castanha,1005.0,23136.0,23010.0
1,1995,Centeio,583.0,36263.0,62252.0
1,1995,Cereais para grão,2059.0,1387326.0,673871.0
1,1995,Cereja,2100.0,9452.0,4500.0
1,1995,Cevada,1043.0,53058.0,50887.0
1,1995,Citrinos,10117.0,253091.0,25016.0
1,1995,Damasco,7931.0,5052.0,637.0
1,1995,Diospiro,4000.0,2220.0,555.0
1,1995,Feijão,523.0,12107.0,23143.0
1,1995,Figo,689.0,6313.0,9163.0
1,1995,Ginja,1450.0,580.0,400.0
1,1995,Girassol,277.0,26120.0,94365.0
1,1995,Grão-de-bico,662.0,1701.0,2568.0
1,1995,Kiwi,8092.0,8812.0,1089.0
1,1995,Laranja,10270.0,199935.0,19467.0
1,1995,Limão,8738.0,10800.0,1236.0
1,1995,Lúpulo,1124.0,127.0,113.0
1,1995,Marmelo,9788.0,2065.0,211.0
1,1995,Maçã,9683.0,231412.0,23900.0
1,1995,Milho,4367.0,707765.0,162083.0
1,1995,Milho regadio,4618.0,691500.0,149750.0
1,1995,Milho sequeiro,1319.0,16265.0,12333.0
1,1995,Nespera,3625.0,1450.0,400.0
1,1995,Noz,1373.0,2864.0,2086.0
1,1995,Olival,960.0,319752.0,333144.0
1,1995,Principais culturas para indústria,7931.0,892019.0,112474.0
1,1995,Principais frutos de casca rija,746.0,50394.0,67594.0
1,1995,Principais frutos frescos,6480.0,449631.0,69383.0
1,1995,Principais frutos subtropicais,8092.0,8812.0,1089.0
1,1995,Principais leguminosas secas,537.0,13808.0,25711.0
1,1995,Pêra,5986.0,82348.0,13757.0
1,1995,Pêssego,6767.0,89307.0,13198.0
1,1995,Romã,4571.0,1600.0,350.0
1,1995,Tabaco,2493.0,4787.0,1921.0
1,1995,Tangera,9610.0,6833.0,711.0
1,1995,Tangerina,9907.0,34506.0,3483.0
1,1995,Tomate para indústria,53841.0,838850.0,15580.0
1,1995,Toranja,8524.0,1017.0,119.0
1,1995,Trigo,1387.0,359782.0,259349.0
1,1995,Trigo duro,1247.0,30769.0,24678.0
1,1995,Trigo mole,1402.0,329013.0,234671.0
1,1995,Triticale,1094.0,48268.0,44126.0
1,1995,Uva de mesa,7740.0,57000.0,7364.0
1,1995,Uva para vinho,4061.0,936163.0,230497.0
1,1995,Vinha,4175.0,993163.0,237861.0
1,1996,Ameixa,7651.0,17489.0,2286.0
1,1996,Amêndoa,709.0,29232.0,41244.0
1,1996,Arroz,6091.0,172230.0,28278.0
1,1996,Aveia,857.0,60480.0,70593.0
1,1996,Avelã,886.0,852.0,962.0
1,1996,Azeitona de mesa,866.0,8974.0,10361.0
1,1996,Azeitona para azeite,843.0,275144.0,326260.0
1,1996,Batata,14526.0,1143862.0,78747.0
1,1996,Batata de regadio,16006.0,869503.0,54325.0
1,1996,Batata de sequeiro,11234.0,274359.0,24422.0
1,1996,Beterraba,49725.0,11665.0,235.0
1,1996,Castanha,1046.0,25170.0,24064.0
1,1996,Centeio,890.0,53924.0,60556.0
1,1996,Cereais para grão,2460.0,1602078.0,651197.0
1,1996,Cereja,2401.0,11462.0,4774.0
1,1996,Cevada,1537.0,69950.0,45508.0
1,1996,Citrinos,8677.0,220343.0,25395.0
1,1996,Damasco,7356.0,4693.0,638.0
1,1996,Diospiro,3783.0,1634.0,432.0
1,1996,Feijão,549.0,11441.0,20856.0
1,1996,Figo,743.0,6479.0,8721.0
1,1996,Ginja,1511.0,597.0,395.0
1,1996,Girassol,361.0,38297.0,106180.0
1,1996,Grão-de-bico,724.0,1956.0,2703.0
1,1996,Kiwi,9489.0,10514.0,1108.0
1,1996,Laranja,8659.0,169904.0,19622.0
1,1996,Limão,6969.0,8519.0,1222.0
1,1996,Lúpulo,1577.0,164.0,104.0
1,1996,Marmelo,10430.0,1877.0,180.0
1,1996,Maçã,10549.0,253227.0,24004.0
1,1996,Milho,4689.0,783968.0,167206.0
1,1996,Milho regadio,4941.0,766212.0,155066.0
1,1996,Milho sequeiro,1463.0,17756.0,12140.0
1,1996,Nespera,3675.0,1481.0,403.0
1,1996,Noz,1591.0,3369.0,2118.0
1,1996,Olival,844.0,284118.0,336621.0
1,1996,Principais culturas para indústria,7730.0,970451.0,125539.0
1,1996,Principais frutos de casca rija,857.0,58623.0,68388.0
1,1996,Principais frutos frescos,7241.0,487223.0,67287.0
1,1996,Principais frutos subtropicais,9489.0,10514.0,1108.0
1,1996,Principais leguminosas secas,569.0,13397.0,23559.0
1,1996,Pêra,8113.0,110527.0,13623.0
1,1996,Pêssego,6637.0,76148.0,11474.0
1,1996,Romã,4504.0,1608.0,357.0
1,1996,Tabaco,2751.0,6024.0,2190.0
1,1996,Tangera,9481.0,6898.0,728.0
1,1996,Tangerina,9188.0,34025.0,3703.0
1,1996,Tomate para indústria,54326.0,914300.0,16830.0
1,1996,Toranja,8307.0,997.0,120.0
1,1996,Trigo,1714.0,405759.0,236736.0
1,1996,Trigo duro,1661.0,44237.0,26627.0
1,1996,Trigo mole,1721.0,361522.0,210109.0
1,1996,Triticale,1318.0,55768.0,42320.0
1,1996,Uva de mesa,8074.0,55866.0,6919.0
1,1996,Uva para vinho,5561.0,1255023.0,225684.0
1,1996,Vinha,5636.0,1310889.0,232603.0
1,1997,Ameixa,7826.0,17695.0,2261.0
1,1997,Amêndoa,988.0,40363.0,40862.0
1,1997,Arroz,5753.0,164189.0,28540.0
1,1997,Aveia,585.0,44295.0,75697.0
1,1997,Avelã,940.0,901.0,959.0
1,1997,Azeitona de mesa,991.0,10274.0,10368.0
1,1997,Azeitona para azeite,942.0,309091.0,328046.0
1,1997,Batata,12227.0,808281.0,66106.0
1,1997,Batata de regadio,12979.0,599222.0,46170.0
1,1997,Batata de sequeiro,10486.0,209059.0,19936.0
1,1997,Beterraba,42086.0,132473.0,3148.0
1,1997,Castanha,1047.0,26255.0,25072.0
1,1997,Centeio,690.0,40689.0,59007.0
1,1997,Cereais para grão,2185.0,1504641.0,688668.0
1,1997,Cereja,2254.0,11403.0,5059.0
1,1997,Cevada,878.0,28792.0,32779.0
1,1997,Citrinos,9919.0,255527.0,25760.0
1,1997,Damasco,7623.0,4968.0,652.0
1,1997,Diospiro,3796.0,892.0,235.0
1,1997,Feijão,562.0,10200.0,18160.0
1,1997,Figo,453.0,3852.0,8498.0
1,1997,Ginja,2298.0,154.0,67.0
1,1997,Girassol,405.0,26980.0,66581.0
1,1997,Grão-de-bico,703.0,1789.0,2543.0
1,1997,Kiwi,9230.0,10411.0,1128.0
1,1997,Laranja,10205.0,203640.0,19955.0
1,1997,Limão,7813.0,9393.0,1202.0
1,1997,Lúpulo,798.0,102.0,128.0
1,1997,Marmelo,10618.0,1805.0,170.0
1,1997,Maçã,11759.0,282659.0,24037.0
1,1997,Milho,4973.0,858503.0,172616.0
1,1997,Milho regadio,5252.0,841850.0,160281.0
1,1997,Milho sequeiro,1350.0,16653.0,12335.0
1,1997,Nespera,3685.0,1367.0,371.0
1,1997,Noz,1641.0,3501.0,2134.0
1,1997,Olival,944.0,319365.0,338414.0
1,1997,Principais culturas para indústria,10757.0,957948.0,89055.0
1,1997,Principais frutos de casca rija,1029.0,71020.0,69027.0
1,1997,Principais frutos frescos,9238.0,599109.0,64856.0
1,1997,Principais frutos subtropicais,9230.0,10411.0,1128.0
1,1997,Principais leguminosas secas,579.0,11989.0,20703.0
1,1997,Pêra,14080.0,189784.0,13479.0
1,1997,Pêssego,8525.0,83472.0,9792.0
1,1997,Romã,4502.0,1058.0,235.0
1,1997,Tabaco,2351.0,5657.0,2407.0
1,1997,Tangera,9534.0,6859.0,719.0
1,1997,Tangerina,9187.0,34757.0,3783.0
1,1997,Tomate para indústria,47209.0,792736.0,16792.0
1,1997,Toranja,8741.0,878.0,100.0
1,1997,Trigo,1190.0,329169.0,276512.0
1,1997,Trigo duro,1106.0,32032.0,28949.0
1,1997,Trigo mole,1200.0,297137.0,247563.0
1,1997,Triticale,896.0,39004.0,43517.0
1,1997,Uva de mesa,8522.0,61349.0,7199.0
1,1997,Uva para vinho,3535.0,781426.0,221029.0
1,1997,Vinha,3693.0,842775.0,228228.0
1,1998,Ameixa,6275.0,14646.0,2334.0
1,1998,Amêndoa,607.0,24796.0,40826.0
1,1998,Arroz,5987.0,161774.0,27020.0
1,1998,Aveia,596.0,28714.0,48211.0
1,1998,Avelã,678.0,652.0,961.0
1,1998,Azeitona de mesa,793.0,8578.0,10817.0
1,1998,Azeitona para azeite,671.0,225616.0,336454.0
1,1998,Batata,13635.0,877749.0,64375.0
1,1998,Batata de regadio,14476.0,624409.0,43135.0
1,1998,Batata de sequeiro,11928.0,253340.0,21240.0
1,1998,Beterraba,55505.0,180059.0,3244.0
1,1998,Castanha,1111.0,29212.0,26296.0
1,1998,Centeio,640.0,32488.0,50756.0
