;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;
;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;
11E: Terras de Trás-os-Montes;335008985 &;147123888 &;82058728 &;45878341 &;5972041 &;24060302 &;29906031 &;9654 &;347865944 &;141748537 &;88505936 &;48584182 &;9508513 &;28432680 &;31086096 &;0 &;349130928;143533012;89536353;43797823;10150750;29795425;32310593;6972;347642532;139744827;88385268;45748286;10036106;30062516;33665529;0;349602890;146995924;89750277;40606931;9552250;29257571;33439937;0;344252621;142583282;86326398;41240072;10651836;30858416;32585941;6676;336991049;142481231;83637212;39148630;10118961;29985018;31610547;9450;341120217;137680323;91221543;40634177;11097871;30242106;30236229;7968;357502928;142219651;96608764;46849960;10985863;31787226;29041954;9510;370815977;150467092;91573358;49312286;13011257;33348129;33091259;12596;
11E0401: Alfândega da Fé;11630781 &;5988748 &;2673812 &;623552 &;183302 &;1410404 &;750963 &;0 &;11579381 &;5701547 &;2966089 &;489663 &;210340 &;1431302 &;780440 &;0 &;11686141;5693254;2972790;546607;206981;1407701;858808;0;11292945;5658949;2759794;514325;236817;1342073;780987;0;11963866;5937173;2766884;585326;213447;1522886;938150;0;11632353;5768417;2700130;538283;244642;1360098;1020783;0;11302205;5747662;2484557;476795;246200;1498892;848099;0;11120317;5483424;2882799;906125;55276;1093538;699155;0;11946073;5613957;3011969;1008079;79779;1544519;687770;0;12286742;5797943;2591371;1323848;91743;1550731;931106;0;
11E0402: Bragança;116166383 &;49839920 &;33970107 &;17955477 &;573166 &;6409315 &;7418398 &;0 &;119842729 &;47333121 &;37194090 &;19262912 &;627721 &;7123415 &;8301470 &;0 &;119325937;48227261;37640981;16822762;759467;7327809;8547657;0;116502638;46176075;37719546;15728345;898133;7567408;8413131;0;117872391;48466840;37797407;15085623;657885;7250190;8614446;0;114410714;47079038;35667419;13931952;1485452;7859230;8387623;0;112833176;46922640;34566470;13921442;1479580;7935723;8007321;0;114437829;46137063;34048408;13971606;741739;8355385;11179770;3858;120139607;49185011;39070005;11688013;891451;8218280;11085748;1099;122892459;50837162;38618549;10447411;1008965;8441347;13536286;2739;
11E0405: Macedo de Cavaleiros;42551513 &;18423492 &;8972505 &;6641615 &;1009088 &;3841572 &;3663241 &;0 &;43776655 &;17900856 &;9153786 &;6307755 &;1656454 &;4541147 &;4216657 &;0 &;43735940;18073129;9270600;6281526;1761978;4670030;3678677;0;43888867;17580769;9027515;6297004;1556682;4678590;4748307;0;44147860;18268649;9472653;6804752;713363;4573340;4315103;0;42489118;17513369;8697054;6634736;550240;4819460;4274259;0;40597794;17512247;8004159;6344855;599358;4333170;3804005;0;42304732;17719852;9250221;5995020;892875;4377478;4069286;0;44119895;17578523;9996645;6762635;995498;4924622;3861972;0;46233710;18577213;10103614;7027130;1099608;4902137;4524008;0;
11E0406: Miranda do Douro;24684453 &;9539262 &;4639341 &;4818410 &;201378 &;1444946 &;4041116 &;0 &;25923119 &;9390986 &;5112813 &;5780566 &;184335 &;2169867 &;3284552 &;0 &;26911311;9650780;5676999;4987929;203922;2413687;3977994;0;28564187;9381667;5624683;6508403;185923;2412822;4450689;0;26562064;10234573;5604742;4184755;212697;2244866;4080431;0;26703558;9828595;5186878;5347894;153656;2404842;3781693;0;25493087;10037947;5040041;3958081;143332;2843633;3470053;0;25168952;9118065;6033228;5419690;246864;2386989;1964116;0;27010643;9521920;6384674;7676579;257428;1914433;1255609;0;27589015;11475252;5340243;5865382;313068;2808465;1786605;0;
11E0407: Mirandela;64698552 &;29096823 &;18701293 &;6765126 &;1020423 &;3603140 &;5502093 &;9654 &;66591154 &;28502941 &;19684125 &;7312641 &;970715 &;4285067 &;5835665 &;0 &;66633667;28738686;19347867;7102187;992029;4610307;5835619;6972;66455309;28290134;19122027;7235757;1199173;4536457;6071761;0;66999511;28990726;19729483;6888655;1007533;4430284;5952830;0;66719141;28817678;19640178;6702748;1296595;4256163;5999103;6676;66079140;28242655;19276195;6810458;1263767;4538083;5938532;9450;67353291;27126205;21683613;6887845;1438045;4675752;5537721;4110;72810049;28620646;21408279;9807271;1808621;5543644;5613177;8411;75016269;29857408;20381228;10300207;2277113;5373328;6817128;9857;
11E0408: Mogadouro;25584873 &;10676685 &;5045479 &;3451458 &;232813 &;2808076 &;3370362 &;0 &;26197450 &;10220000 &;5419943 &;3814573 &;227787 &;2961768 &;3553379 &;0 &;26053389;10411028;5629307;3137121;235612;3005131;3635190;0;27417322;10753682;5375048;4030687;213437;3115733;3928735;0;25898742;11598574;5171047;2063490;262090;2998932;3804609;0;26755921;11144880;5105954;3247719;294159;3274428;3688781;0;26093178;11396391;4886804;2836635;299976;2928311;3745061;0;26511891;10666549;6890993;2608772;385760;2955724;3004093;0;27990745;10511300;7048928;3452647;771549;3171142;3035179;0;28085589;11355449;5537807;5217157;1015515;3010694;1948967;0;
11E0410: Vila Flor;21037879 &;8012595 &;3490932 &;3729844 &;2617480 &;1814895 &;1372133 &;0 &;24402175 &;7730344 &;4026150 &;3737752 &;5439669 &;2110926 &;1357334 &;0 &;24416500;7706581;3935805;3205287;5816071;2161718;1591038;0;24223941;7648168;3899973;3587010;5545930;2161533;1381327;0;25252545;8205883;4147281;3160869;6228858;2071692;1437962;0;25487303;7933706;4563990;3079732;6422091;2033070;1454714;0;24651167;7840406;4599907;3050686;5902655;1805019;1452494;0;23918420;7244730;4513107;2238017;6904484;1840314;1177768;0;23550226;7025961;4212792;3408451;5783694;1936436;1182892;0;27090181;7354724;3686329;6045675;6804212;2089422;1109819;0;
11E0411: Vimioso;10565021 &;5744194 &;1675621 &;370225 &;50316 &;661004 &;2063661 &;0 &;10813113 &;5532499 &;1879715 &;433965 &;57365 &;1065230 &;1844339 &;0 &;11243365;5467163;1932634;365898;66153;1409165;2002352;0;11134811;5311086;1946695;384332;73136;1496513;1923049;0;11817319;5657535;2105060;418629;119421;1434416;2082258;0;11480092;5300183;1928129;370906;85775;1832302;1962797;0;11783760;5427287;1958489;399525;91814;1500996;2405649;0;11513331;5205612;2316686;442330;247838;1706363;1594502;0;11265740;5309237;1969613;847909;209017;1700229;1229735;0;12892294;5841850;2331297;1657923;146917;1747895;1166412;0;
11E0412: Vinhais;18089530 &;9802169 &;2889638 &;1522634 &;84075 &;2066950 &;1724064 &;0 &;18740168 &;9436243 &;3069225 &;1444355 &;134127 &;2743958 &;1912260 &;0 &;19124678;9565130;3129370;1348506;108537;2789877;2183258;0;18162512;8944297;2909987;1462423;126875;2751387;1967543;0;19088592;9635971;2955720;1414832;136956;2730965;2214148;0;18574421;9197416;2836666;1386102;119226;3018823;2016188;0;18157542;9353996;2820590;1350153;92279;2601191;1939333;0;18791454;8978823;3602488;2164772;184990;2850563;1009818;0;18669950;8853096;3505859;2198376;188826;2833921;1089872;0;18729718;9370091;2982920;1427553;254116;3424110;1270928;0;
16: Centro;12455620449 &;2942630192 &;2071114628 &;6358644591 &;312046630 &;340598764 &;338191573 &;92394071 &;12871534155 &;2809343832 &;2176517044 &;6696101129 &;329549030 &;354116189 &;392624430 &;113282501 &;12886978729;2847758569;2120385336;6660593996;347692702;392841263;401872403;115834460;12384399317;2720254023;2063436972;6357555882;329016757;405050120;388808894;120276669;12277048587;2856191059;2093344260;6150134379;262943044;408625486;390016501;115793858;12085633786;2825970996;2041115320;6048201791;275692002;402953885;375751367;115948425;11887895928;2830116650;2008958001;5892484663;265110344;411113158;367873381;112239731;11751424099;2644840453;2218230446;5751421348;247974806;397768677;414895178;76293191;12063482263;2749197019;2245616550;5858595813;307189366;422838530;373068465;106976520;12603529260;2912752703;2125315666;6069775071;335338849;478978368;567799965;113568638;
16B: Oeste;1487723213 &;499527329 &;380109125 &;470646021 &;75835842 &;27506435 &;34098461 &;0 &;1561312724 &;471251188 &;407009433 &;516156619 &;82986209 &;43663802 &;40245473 &;0 &;1559072001;474167471;400571981;506722502;79432323;57306312;40871412;0;1496700612;462537342;391472870;463054657;81824670;57594284;40216789;0;1482081027;478601437;383605972;450933468;67378409;59916529;41614230;30982;1458263507;482665078;379432966;429918845;67583103;57491369;41146783;25363;1458489522;484625456;377786466;433322137;64907159;58692410;39122280;33614;1435036991;434755446;360998843;443089335;76222768;57842764;62127429;406;1486823707;456046029;381204874;462623616;82711263;57070838;47164970;2117;1601770578;488873444;382247780;507988015;93002556;64888019;64768282;2482;
16B1001: Alcobaça;289925296 &;77041897 &;51100193 &;135603594 &;16010019 &;5036173 &;5133420 &;0 &;315370106 &;74507315 &;53830221 &;157071479 &;16404779 &;8074117 &;5482195 &;0 &;315380308;75801736;50874422;154788257;17554177;10475415;5886301;0;295388657;87032955;51782309;122436924;17825005;10823412;5488052;0;297192422;97287524;53511671;118098550;12052086;10588603;5640690;13298;296954605;104158718;52155330;111613530;12526651;10779162;5708575;12639;295175365;103295178;50998298;113464442;11564193;10833322;5007665;12267;288358785;70807158;53530097;135369926;9380541;10973720;8297343;0;282844986;73458352;53745346;129711292;10584584;10791736;4553676;0;298608059;79677635;51436204;134260708;12821496;12248864;8163152;0;
16B1101: Alenquer;228307406 &;51590255 &;52412137 &;110409579 &;4911636 &;3469463 &;5514336 &;0 &;236110356 &;48147681 &;54816949 &;118194160 &;4485220 &;4660870 &;5805476 &;0 &;236554894;49013291;60719970;110874385;4219912;5793636;5933700;0;237931289;46161110;62743915;113559892;3975560;5800225;5690587;0;233346439;47522073;63530426;106828062;2573299;6755050;6137529;0;222457661;46524015;61097214;100389118;2619741;5760048;6067525;0;226082372;47403476;61149487;103526069;2444681;5711000;5847659;0;224648444;44125707;45065353;121760623;1884197;5233084;6579480;0;236995787;47384505;53612976;122191629;2233295;4889154;6684228;0;265726659;51502387;57454527;140155423;3618332;4301827;8694163;0;
16B1102: Arruda dos Vinhos;37246572 &;18862266 &;10151814 &;4436913 &;2044631 &;651325 &;1099623 &;0 &;36406739 &;17275127 &;10208194 &;4361384 &;2143552 &;1146682 &;1271800 &;0 &;36582521;16924930;10496790;4340955;2205118;1511856;1102872;0;35111232;15855346;10631878;3986701;1602184;1459546;1575577;0;35757122;16641953;10727809;4410264;1309868;1366945;1300283;0;34021989;16529458;9678158;4397721;752211;1296977;1367464;0;33532542;16486748;9554577;4298609;704364;1300698;1187546;0;33724763;16151172;11090932;2752442;481344;1562365;1686508;0;35441168;17336188;10813734;4197174;654278;1538775;901019;0;38276090;18373283;10026066;5086018;1029722;2432874;1328127;0;
16B1005: Bombarral;50650960 &;18159487 &;20342760 &;3542925 &;6987037 &;680673 &;938078 &;0 &;54414284 &;16820158 &;22104213 &;3043919 &;10018094 &;1207169 &;1220731 &;0 &;54532393;17242685;21357846;3220868;9842366;1820166;1048462;0;52607575;16143247;19331091;3199833;11024024;1816908;1092472;0;47765185;16538416;14669685;3206327;10447586;1842038;1061133;0;50216617;16665354;17168553;3074518;10420904;1868658;1018630;0;53429291;17332759;19729760;2978492;10499319;1941080;947881;0;47592257;15558421;13497517;5009992;10645442;1961570;919315;0;50402588;16858168;13924358;6415977;10571403;2146670;486012;0;53410156;17762500;12166445;5507133;14797763;2009353;1166962;0;
16B1104: Cadaval;48134500 &;18908278 &;15908439 &;6677855 &;3848867 &;1459197 &;1331864 &;0 &;49618754 &;18131438 &;17498788 &;4654833 &;5837212 &;2028737 &;1467746 &;0 &;47243116;18030817;14858029;5237735;5264847;2445435;1406253;0;48002207;17357054;15531336;7108827;4223405;2289186;1492399;0;45939404;17853036;13370839;6907682;3736274;2515766;1555807;0;48766244;17978136;16099086;7023396;3820801;2316532;1528293;0;49099339;17802585;16846240;7117657;3282015;2619665;1431177;0;45515392;18180690;10068793;7447306;5824768;2516947;1476888;0;49179000;17877830;10729937;9962270;6838515;2488435;1281309;704;53362298;19234245;11136234;11804520;6493908;2812272;1879083;2036;
16B1006: Caldas da Rainha;176679163 &;73091174 &;49227241 &;38033297 &;5913472 &;3071787 &;7342192 &;0 &;185453740 &;69711583 &;53673870 &;41553444 &;6472274 &;5723680 &;8318889 &;0 &;189499858;70426269;52360894;43633053;6386807;8031733;8661102;0;183385427;66572334;52113069;41049137;7295846;8076472;8278569;0;180475607;67042477;50837975;39927725;5737285;8207589;8722556;0;177710558;66868064;50174434;38301424;5714766;8219960;8431910;0;176749633;67376440;49680949;37979599;5694429;8157616;7860600;0;175715292;63219074;51490361;31523781;7085092;8036868;14360116;0;183317038;67582473;52739261;33580009;8088671;7849358;13477266;0;195066775;72597521;52405488;41528294;8655721;7451640;12428111;0;
16B1108: Lourinhã;80037973 &;38327760 &;18219910 &;13371156 &;6294810 &;2312144 &;1512193 &;0 &;81354880 &;35826904 &;20732569 &;12890106 &;6626629 &;3664818 &;1613854 &;0 &;82003472;35675281;20170789;13131837;6572772;4931787;1521006;0;77576361;32782665;20382783;12561554;5417899;4741828;1689632;0;77119543;33497715;20344147;12304991;4661011;4808280;1503399;0;76064541;32909955;20606040;11674560;4750609;4375067;1748310;0;75875796;32955738;20333144;11678613;4722455;4404817;1781029;0;74690908;31902228;20476681;7987805;7150280;4241265;2932649;0;78475200;33027962;22502103;8303990;8602888;4234269;1803988;0;84209302;35050822;21830735;8332902;10744986;5399119;2850207;531;
16B1011: Nazaré;69998209 &;22182481 &;15059181 &;27985646 &;2294768 &;1194147 &;1281986 &;0 &;75570716 &;21389903 &;16001532 &;32481272 &;2284719 &;1908565 &;1504725 &;0 &;72111969;21575772;16250980;28679118;2352125;1741306;1512668;0;69021615;20290180;15758172;27441983;2308257;1848204;1374819;0;67735067;20661045;15321454;26225725;2274194;1731672;1520977;0;66511003;20257251;14885721;25778169;2422383;1816522;1350957;0;65538298;20179558;14130620;25920380;2385354;1636507;1285879;0;69642012;19121825;15925806;28569422;2482838;1513644;2028310;167;73177171;19292039;17033456;30345217;2974493;2463919;1067879;168;77435382;20557396;16650769;31261184;3126818;2770159;3070185;-1129;
16B1012: Óbidos;62936022 &;23183111 &;18766441 &;10622703 &;6084320 &;1308258 &;2971189 &;0 &;67574573 &;23136486 &;21876452 &;10172201 &;6597756 &;2398912 &;3392766 &;0 &;67135456;23185597;22131755;9012520;6229973;3121345;3454266;0;65092937;22380955;21800350;8353679;6145134;3072584;3340235;0;62570280;22073192;19748150;8709688;5736189;3056331;3229046;17684;62004714;22231657;19839839;7777439;5980159;2950094;3212802;12724;61493434;22389035;18821622;7868120;5890382;3208824;3294104;21347;58961050;20953531;20358374;9133260;3094603;3100272;2321010;0;61506883;21676578;20266485;10902092;4173086;3158176;1330466;0;64404151;22711804;19523602;11926652;4619559;3305042;2317492;0;
16B1014: Peniche;97357353 &;38253489 &;31208872 &;17358133 &;7346580 &;1428311 &;1761968 &;0 &;101163548 &;35619942 &;33844470 &;18095550 &;8673530 &;2668401 &;2261655 &;0 &;102248717;35681732;33287763;21404627;6375887;3244899;2253809;0;98735673;33584537;25336467;26821444;6909055;3833689;2250481;0;100867705;34057308;26604356;26645499;6387929;4744089;2428524;0;99444961;33460975;25442951;27153003;6491429;4465197;2431406;0;96792395;33697167;24581962;25832084;5941774;4644834;2094574;0;96917685;32644165;33005218;15481910;4650643;4731974;6403536;239;100002065;34606165;33481723;16203022;5270567;5167814;5272524;250;107139399;37461520;34659169;19103324;4888284;5317454;5709384;264;
16B1112: Sobral de Monte Agraço;28454287 &;14162384 &;5890105 &;6256933 &;744910 &;535963 &;863992 &;0 &;27720734 &;12743986 &;6028341 &;5958269 &;787631 &;1028017 &;1174490 &;0 &;27374289;12762366;5096605;6020900;734044;1546369;1214005;0;25429625;11772204;5092947;5114981;741634;1503575;1204284;0;25931042;12152803;5173029;4859766;807436;1571574;1366434;0;24515292;12064597;4810648;4410473;531224;1414480;1283870;0;24712690;12469810;4876977;4212744;656209;1227735;1269215;0;25453796;11888473;6675525;3877106;626052;1565351;821289;0;25718802;12165183;6234886;4267150;657108;1618829;775646;0;28340642;13659425;6556856;4888554;484995;1668440;1082372;0;
16B1113: Torres Vedras;317995472 &;105764747 &;91822032 &;96347287 &;13354792 &;6358994 &;4347620 &;0 &;330554294 &;97940665 &;96393834 &;107680002 &;12654813 &;9153834 &;6731146 &;0 &;328405008;97846995;92966138;106378247;11694295;12642365;6876968;0;308418014;92604755;90968553;91419702;14356667;12328655;6739682;0;307381211;93273895;89766431;92809189;11655252;12728592;7147852;0;299595322;93016898;87474992;88325494;11552225;12228672;6997041;0;300008367;93236962;87082830;88445328;11121984;13006312;7114951;0;293816607;90203002;79814186;74175762;22916968;12405704;14300985;0;309763019;94780586;86120609;86543794;22062375;10723703;9530957;995;335791665;100284906;88401685;94133303;21720972;15170975;16079044;780;
16D: Região de Aveiro;2743676563 &;484151887 &;294342503 &;1802489071 &;44460496 &;50030682 &;43876609 &;24325315 &;2910670342 &;461785077 &;308028947 &;1951721502 &;54639021 &;49084009 &;55762620 &;29649166 &;2909959094;465593242;300079373;1939864652;61492179;54069952;58413120;30446576;2701647876;439377857;295968934;1779032057;47135517;55481558;54015022;30636931;2640663867;468891080;302571795;1699722238;32046240;55257833;52706381;29468300;2613077641;465990058;296081850;1675275740;41495806;54223294;50061298;29949595;2508926888;468113993;294392719;1571735562;40599490;54925896;50973720;28185508;2437351341;419749957;344625039;1514041705;27706885;53809836;49820623;27597296;2474288017;435669588;347962080;1522879807;37239337;59900975;43812562;26823668;2541457529;458512059;330086281;1549041526;36037742;61126186;77609916;29043819;
16D0101: Águeda;267303585 &;56149502 &;26524906 &;162977163 &;11557184 &;7050741 &;2986665 &;57424 &;279951908 &;52614420 &;28991258 &;172805839 &;15014386 &;6674733 &;3795283 &;55989 &;287605847;58399977;28574456;172862267;16363143;7379269;3967270;59465;255211239;45970057;29652370;166739927;2093648;7118990;3577849;58398;241541964;54463707;32754672;142450534;1429105;6557845;3837244;48857;238914718;53748086;32137723;132772807;9716812;7277064;3212479;49747;234944146;53400539;31265051;129930035;9589823;7283779;3418877;56042;234571623;51638865;35820553;133296244;1721212;7662205;4424368;8176;241026241;54565825;35916827;135899659;1848007;8647589;4099943;48391;244978982;52490954;36724416;139174832;2139337;8058376;6342124;48943;
16D0102: Albergaria-a-Velha;174675895 &;28594935 &;16263162 &;123542872 &;1292465 &;3144899 &;1837562 &;0 &;179364334 &;27165727 &;16661390 &;127082981 &;3025180 &;3190198 &;2238858 &;0 &;188430576;28076388;17227613;136463541;858858;3600686;2203490;0;172180279;25597241;17064462;119976905;3847302;3707207;1987162;0;176237488;27921844;16247255;125268767;874100;3552494;2373028;0;165290005;27451548;15102989;115647905;1612023;3586802;1888738;0;152542263;27524310;14528354;103381666;1554538;3628375;1925020;0;146887862;26910149;21585798;91570612;859938;3576857;2384508;0;145455786;27330081;18050767;92554386;1328925;3858610;2333017;0;150033125;28853985;15154109;96290090;1610248;4315290;3809403;0;
16D0103: Anadia;127849626 &;36412885 &;16781030 &;60214027 &;3682379 &;4938157 &;5821148 &;0 &;138463240 &;35195014 &;17846293 &;71925449 &;3600662 &;4201088 &;5694734 &;0 &;142975905;35757463;17267510;74719272;3930276;4941986;6359398;0;137990467;34600996;16757778;71458983;3805578;5235829;6131303;0;139120127;35856396;17155130;71763798;3282187;5134771;5927845;0;134742492;35322055;16219654;69311656;3133695;4865249;5890183;0;128884135;35143363;16393619;63429397;3282478;4928221;5707057;0;129187262;32695185;22570129;60552147;1338770;4811208;7219823;0;135625613;34186304;23253145;64839605;1464214;4983578;6898767;0;149886650;36293406;23976631;76283100;1953506;4604538;6775469;0;
16D0105: Aveiro;723963602 &;99651972 &;101719644 &;491542464 &;3492741 &;8554556 &;18965976 &;36249 &;759126208 &;96302857 &;105267255 &;517920586 &;5349646 &;8288900 &;25996964 &;0 &;734828977;96778694;102736097;491786961;7616152;9129565;26741655;39853;696333281;95620165;100944889;460995309;4516188;9482268;24774462;0;679582355;99467968;105456153;440214365;2030023;9627585;22756277;29984;658113796;99987980;105353314;419265788;2044374;9119760;22303465;39115;638012138;101941271;103759220;396865280;2044386;9469769;23880241;51971;637171355;94403576;119319797;399108143;810735;8979291;14549813;0;632124657;99334403;125680981;384503217;1162219;10215504;11228333;0;653451510;106095897;106365836;395677904;1337221;10799983;33164370;10299;
16D0108: Estarreja;626096160 &;31327051 &;15578735 &;548426706 &;854171 &;3748022 &;1929833 &;24231642 &;713212399 &;29726098 &;15520873 &;631179633 &;883854 &;3867073 &;2441691 &;29593177 &;722006907;30970468;15731491;637408997;813161;4134480;2601052;30347258;636084015;29068400;15706632;553104331;933744;4259508;2432867;30578533;611373667;30292373;15749460;528353080;1039335;4267189;2282771;29389459;639646773;29829956;15579447;557028590;945743;4163035;2239269;29860733;606840540;30002161;15951455;525778509;892576;4067216;2071128;28077495;573935502;28705492;18360427;491278107;1096773;3943966;2964180;27586557;592431173;29680751;18193622;509061420;1311113;4454523;2957756;26771988;569712062;31460518;16686495;482707792;1551722;4995647;3329548;28980340;
16D0110: Ílhavo;222892529 &;49383645 &;33060822 &;116491842 &;15547047 &;4583067 &;3826106 &;0 &;229165619 &;46548349 &;34431060 &;119959410 &;18871239 &;4286895 &;5068666 &;0 &;227787145;46858022;32125622;116279983;22059391;4965785;5498342;0;221255923;50865840;31221600;109223957;19657179;5214074;5073273;0;218872919;53126441;31445100;108135722;16196677;5272585;4696394;0;218637294;53164195;30904661;107758747;17551464;4932392;4325835;0;208766762;52252159;31646833;98984067;17252177;5146904;3484622;0;197161079;45844927;38818591;94937635;7949837;4832449;4777640;0;199335647;46118915;31679370;95476729;17340014;5431856;3288317;446;212734520;49492623;35302006;97415148;18927202;5394952;6202221;368;
16D0112: Murtosa;36090208 &;14493828 &;5974418 &;9694350 &;3163864 &;2160399 &;603349 &;0 &;36275589 &;14018888 &;6615244 &;9385152 &;3203810 &;2159922 &;892573 &;0 &;34182059;13622369;4424080;9512214;3337024;2452364;834008;0;34178760;12941695;4332199;10120383;3473865;2505056;805562;0;35409934;13242020;4320483;10888069;3522301;2553758;883303;0;36056255;13020300;4317531;12319446;2964808;2560468;873702;0;35346362;13264717;4408451;11811739;2476854;2471759;912842;0;33716731;13003922;5501240;9737862;2030515;2431204;1011304;684;32814678;13390610;5598166;8390804;1667476;2715378;1051012;1232;34570899;13840824;4937991;9630061;1790985;2727024;1642287;1727;
16D0114: Oliveira do Bairro;139405968 &;46834311 &;17176493 &;68868444 &;1368638 &;2972272 &;2185810 &;0 &;141921131 &;42381624 &;18299901 &;74285459 &;1373016 &;2945954 &;2635177 &;0 &;127543036;29494958;17747474;72158802;1948316;3375233;2818253;0;122282813;24630642;18553737;71305704;1573448;3476012;2743270;0;118634879;25916375;19116734;66786719;468846;3396922;2949283;0;112929724;25620236;17985086;62721521;497473;3402880;2702528;0;107211167;25662408;17564517;57231793;483340;3488622;2780487;0;104195828;24002533;16751239;55478882;1095577;3389284;3477005;1308;108535270;25040263;17172419;58200221;1110080;3757753;3253577;957;122636589;26590933;17609523;69061770;1358058;3718578;4296465;1262;
16D0115: Ovar;306393192 &;76757583 &;41614683 &;175660026 &;1851979 &;6993306 &;3515615 &;0 &;315987413 &;76721923 &;43792661 &;182405708 &;1273287 &;7452051 &;4341783 &;0 &;316068913;81526954;42845811;176553562;2768725;7833493;4540368;0;309078508;80193741;41893978;168896779;6030098;7890652;4173260;0;301296940;85335785;41622247;159256685;2272888;8376352;4432983;0;296499332;85528624;41340236;155461847;2117455;7766169;4285001;0;285976171;84362364;42352871;144632370;2221116;7972008;4435442;0;273586777;64075061;46484746;141490112;8168113;8278404;5090341;0;282952254;67256943;51456353;143490167;6949278;9019774;4779739;0;296109160;72359565;51112201;154329988;1884810;9518017;6904579;0;
16D0117: Sever do Vouga;32655321 &;14425721 &;6254019 &;7709778 &;957764 &;2557774 &;750265 &;0 &;32123634 &;13479013 &;6454212 &;7277251 &;1385904 &;2681653 &;845601 &;0 &;34628356;16182240;6653645;6830671;1169206;2763066;1029528;0;30180884;13854099;5972930;6100703;527421;2818728;907003;0;32636747;15986142;5977464;6781351;183899;2834457;873434;0;32180101;15386504;5597740;7335679;174411;2915311;770456;0;35936123;17240733;5621140;9449532;166406;2674381;783931;0;35277059;13110074;6847236;11728499;374736;2613177;603337;0;32917979;12918799;6724410;9451367;496312;2752165;574926;0;34066667;13535019;6404974;9271384;642506;3095436;1117348;0;
16D0118: Vagos;86350477 &;30120454 &;13394591 &;37361399 &;692264 &;3327489 &;1454280 &;0 &;85078867 &;27631164 &;14148800 &;37494034 &;658037 &;3335542 &;1811290 &;0 &;93901373;27925709;14745574;45288382;627927;3494025;1819756;0;86871707;26034981;13868359;41109076;677046;3773234;1409011;0;85956847;27282029;12727097;39823148;746879;3683875;1693819;0;80067151;26930574;11543469;35651754;737548;3634164;1569642;0;74467081;27319968;10901208;30241174;635796;3794862;1574073;0;71660263;25360173;12565283;24863462;2260679;3291791;3318304;571;71068719;25846694;14236020;21012232;2561699;4064245;3347175;654;73277365;27498335;15812099;19199457;2842147;3898345;4026102;880;
16E: Região de Coimbra;2969095960 &;559795227 &;427080162 &;1759882247 &;37990235 &;69262451 &;91380592 &;23705046 &;3049241169 &;540840656 &;433846431 &;1834412674 &;46460792 &;65668293 &;99722802 &;28289521 &;3025880591;555159744;419058724;1793712468;55884711;69592440;103815665;28656839;3010065361;534371731;417875236;1791764921;58449322;72139794;104982882;30481475;3017073199;560112742;431425163;1773104934;47002336;71770052;104787862;28870110;3041920640;557160001;422786430;1812408106;48021823;72361506;99976753;29206021;3043470005;559163822;417884745;1818763965;45082009;72647086;100174858;29753520;3003419745;535931494;425367445;1794454848;44917976;70870392;107700091;24177499;3093103703;559892331;437941420;1815317784;73012911;73707689;105771543;27460025;3157085149;583961349;399453018;1829975120;71618396;87768001;153683342;30625923;
